it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Seats,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Alloy Wheel Size,City
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2021,8159,Asta Turbo iMT,₹ 9.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,5 Seats,"20,000 Kms",,First Owner,998 cc,Manual,2021.0,20 kmpl,998 CC,118.36bhp,171.62nm,5,16,Others,1.0 l Turbo GDi petrol,998,118.36bhp@6000rpm,171.62nm@1500-4000rpm,3.0,4.0,,,,,Yes,,,,,,,3995mm,1775mm,1505mm,2580mm,,,1240,,,,,,,,6 Speed IMT,,5,Electric,,Disc,Drum,,,"Tubeless, Radial",5,311,16,Bangalore
0,Petrol,Hatchback,"14,999",Automatic,1,1st Owner,Maruti,Maruti Swift,2022,8377,ZXI Plus DT AMT BSVI,₹ 9 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2022,Third Party,Petrol,5 Seats,"14,999 Kms",KA05,First Owner,1197 cc,Automatic,2022.0,22.56 kmpl,1197 CC,88.50bhp,113Nm,5,15,White,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,,,,,,3845mm,1735,1530,2450,1520,1520,875-905,1335,,,,,,,5-Speed,,5,Electric,4.8,Disc,Drum,,,"Radial, Tubeless",5,268,15,Bangalore
0,Petrol,Hatchback,"90,773",Manual,2,2nd Owner,Honda,Honda Jazz,2016,1339,1.2 V i VTEC,₹ 5.50 Lakh,₹ 6.01 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2016,Comprehensive,Petrol,5 Seats,"90,773 Kms",KA05,Second Owner,1199 cc,Manual,2016.0,18.7 kmpl,1199 CC,88.7bhp,110Nm,5,15,White,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,,,,,,3955mm,1694mm,1544mm,2530mm,,,1044kg,,,,,,,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,172 Kmph,13.7 Seconds,"Tubeless,Radial",5,354-litres,15,Bangalore
0,Diesel,Sedan,"90,000",Manual,1,1st Owner,Skoda,Skoda Rapid,2012,3169,1.6 TDI Elegance,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Diesel,5 Seats,"90,000 Kms",,First Owner,1598 cc,Manual,2012.0,20.5 kmpl,1598 CC,103.5bhp,250Nm,5,15,Gray,Turbocharged Diesel Engin,1598,103.5bhp@4400rpm,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection ,,,Yes,No,,,,,,4386mm,1699mm,1466mm,2552mm,,,1205kg,1757kg,,,,,,,5-speed,FWD,5,Power,5.3 metres,Disc,Drum,,,"Tubeless,Radial",4,460-litres,15,Bangalore
0,Petrol,Hatchback,"64,917",Manual,2,2nd Owner,Maruti,Maruti Swift,2017,4175,VXI Optional,₹ 6.10 Lakh,₹ 6.16 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2017,Zero Dep,Petrol,5 Seats,"64,917 Kms",KA02,Second Owner,1197 cc,Manual,2017.0,20.4 kmpl,1197 CC,81.80bhp,113Nm,5,,White,K Series VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,73 X 71.5 mm,11.0:1,No,No,,,,,,3840mm,1735mm,1530mm,2450mm,,,865Kg,1315kg,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,165 kmph,12.6 Seconds,Tubeless Tyres,5,204-liters,,Bangalore
0,Petrol,Hatchback,"70,235",Manual,1,1st Owner,Honda,Honda Jazz,2017,1341,1.2 VX i VTEC,₹ 5.43 Lakh,₹ 5.93 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2017,Comprehensive,Petrol,5 Seats,"70,235 Kms",KA03,First Owner,1199 cc,Manual,2017.0,18.7 kmpl,1199 CC,88.7bhp,110Nm,5,15,Brown,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,,,,,,3955mm,1694mm,1544mm,2530mm,,,1042kg,,,,,,,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,172 Kmph,13.7 Seconds,"Tubeless,Radial",5,354-litres,15,Bangalore
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2021,8159,Asta Turbo iMT,₹ 9.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,5 Seats,"30,000 Kms",,First Owner,998 cc,Manual,2021.0,20 kmpl,998 CC,118.36bhp,171.62nm,5,16,Others,1.0 l Turbo GDi petrol,998,118.36bhp@6000rpm,171.62nm@1500-4000rpm,3.0,4.0,,,,,Yes,,,,,,,3995mm,1775mm,1505mm,2580mm,,,1240,,,,,,,,6 Speed IMT,,5,Electric,,Disc,Drum,,,"Tubeless, Radial",5,311,16,Bangalore
0,Petrol,Hatchback,"78,782",Manual,1,1st Owner,Honda,Honda Jazz,2016,1339,1.2 V i VTEC,₹ 5.35 Lakh,₹ 6.05 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2016,Zero Dep,Petrol,5 Seats,"78,782 Kms",KA51,First Owner,1199 cc,Manual,2016.0,18.7 kmpl,1199 CC,88.7bhp,110Nm,5,15,Brown,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,,,,,,3955mm,1694mm,1544mm,2530mm,,,1044kg,,,,,,,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,172 Kmph,13.7 Seconds,"Tubeless,Radial",5,354-litres,15,Bangalore
0,Diesel,SUV,"1,64,000",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2014,8182,W8 FWD,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2014,Comprehensive,Diesel,7 Seats,"1,64,000 Kms",KA05,Second Owner,2179 cc,Manual,2014.0,15.1 kmpl,2179 CC,140bhp,330Nm,7,17,O Purple,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,,,,,,4585mm,1890mm,1785mm,2700mm,,,1635,2450kg,,,,,,,6 Speed ,AWD,7,Power,5.6 metres,Disc & Caliper Type,Disc & Caliper Type,175 kmph,12.5 Seconds,"Tubeless,Radial ",5,,17,Bangalore
0,Petrol,Sedan,"72,136",Manual,2,2nd Owner,Maruti,Maruti Ciaz,2016,4006,ZXi,₹ 6.61 Lakh,₹ 7.31 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2016,Third Party insurance,Petrol,5 Seats,"72,136 Kms",KA03,Second Owner,1373 cc,Manual,2016.0,20.73 kmpl,1373 CC,91.1bhp,130Nm,5,15,Silver,k14B VVT Engine,1373,91.1bhp@6000rpm,130Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 X 82mm,10.1:1,No,No,,,,,,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1030kg,1490kg,,,,,,,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,190 kmph,14 Seconds,"Tubeless, Radial",4,510-litres,15,Bangalore
0,Petrol,Hatchback,"52,486",Manual,2,2nd Owner,Maruti,Maruti Swift,2015,10403,VXI,₹ 5.05 Lakh,₹ 5.26 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2015,Comprehensive,Petrol,5 Seats,"52,486 Kms",KA35,Second Owner,1197 cc,Manual,2015.0,22.38 kmpl,1197 CC,88.50bhp,113Nm,5,,Others,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,,,,,,,5-Speed,,5,Electric,4.8,Disc,Drum,,,"Radial, Tubeless",5,268,,Bangalore
0,Diesel,Sedan,"1,50,000",Automatic,1,1st Owner,Skoda,Skoda Laura,2007,3062,L n K 1.9 PD AT,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2007,Third Party insurance,Diesel,5 Seats,"1,50,000 Kms",KA51,First Owner,1896 cc,Automatic,2007.0,15.6 kmpl,1896 CC,106,25.5,5,16,Black,In-Line Engine,1896,"106@4,000 (PS@rpm)","25.5@1,900 (kgm@rpm)",4.0,2.0,SOHC,Direct Injection,79.5 x 95.5 mm,19.0:1,Yes,No,,,,,,"4,572 mm","1,769 mm","1,485 mm","2,578 mm","1,539 mm","1,528 mm","1,350-1,540 kg","2,010 kg",,,,,,,6 Speed,FWD,5,Power,5.4 m,Disc,Disc,189 kmph,12.2 seconds,"Tubeless,Radial",4,560 litres,16,Bangalore
0,Petrol,SUV,"36,887",Manual,1,1st Owner,Honda,Honda WR-V,2017,5668,i-VTEC VX,₹ 8.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2017,Third Party insurance,Petrol,5 Seats,"36,887 Kms",KA02,First Owner,1199 cc,Manual,2017.0,17.5 kmpl,1199 CC,88.7bhp,110Nm,5,16,Silver,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,MPFi,,,No,No,,,,,,3999mm,1734mm,1601mm,2555mm,,,1103kg,,,,,,,,5 Speed,FWD,5,Electric,5.3 metres,Ventilated Disc,Drum,164.26 kmph,15.31 Seconds,"Tubeless,Radial",5,363 Litres,16,Bangalore
0,Petrol,SUV,"47,962",Manual,1,1st Owner,Hyundai,Hyundai Venue,2019,6945,SX Turbo BSIV,₹ 9.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2019,Comprehensive,Petrol,5 Seats,"47,962 Kms",KA51,First Owner,998 cc,Manual,2019.0,18.27 kmpl,998 CC,118.35bhp,171.6Nm,5,16,Blue,,998,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3.0,4.0,,GDi,,,Yes,,,,,,,3995 mm,1770 mm,1605 mm,2500 mm,,,1340,,190mm,,,,,,6-Speed,FWD,5,Power,,Disc,Drum,,,Radial,5,350 L,16,Bangalore
0,Diesel,SUV,"1,35,000",Manual,1,1st Owner,Nissan,Nissan Terrano,2014,3360,XL Plus 85 PS,₹ 5.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2014,Comprehensive,Diesel,5 Seats,"1,35,000 Kms",KA51,First Owner,1461 cc,Manual,2014.0,20.45 kmpl,1461 CC,83.8bhp,200Nm,5,16,Silver,K9K Diesel Engine,1461,83.8bhp@3750rpm,200Nm@1900rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,,,,,,4331mm,2000mm,1671mm,2673mm,1560mm,1567mm,1330,1764kg,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,156 Kmph,14 Seconds,Tubeless Tyres,5,475-litres,16,Bangalore
0,Petrol,Sedan,"47,398",Automatic,2,2nd Owner,Skoda,Skoda Superb,2018,3196,LK 1.8 TSI AT,₹ 23.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2018,Comprehensive,Petrol,5 Seats,"47,398 Kms",KA01,Second Owner,1798 cc,Automatic,2018.0,14.67 kmpl,1798 CC,177.46bhp,250,5,17,Brown,Petrol Engine,1798,177.46bhp@5100-6200rpm,250@1250-5000rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,,,,,,4861mm,1864mm,1483mm,2841mm,,,1540kg,2030kg,110mm,,,,,,7 Speed,FWD,5,Power,5.5 metres,Disc,Disc,,,"Tubeless,Radial",5,625,17,Bangalore
0,Petrol,Sedan,"50,000",Manual,2,2nd Owner,Fiat,Fiat Linea,2012,770,T Jet Plus,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Petrol,5 Seats,"50,000 Kms",KA03,Second Owner,1368 cc,Manual,2012.0,14.6 kmpl,1368 CC,112bhp,207Nm,5,16,Gray,Front Wheel Drive,1368,112bhp@5000rpm,207Nm@2200rpm,4.0,4.0,DOHC,,,,Yes,No,,,,,,4560mm,1730mm,1487mm,,,,1240kg,,,,,,,,Five Speed Manual,Front Wheel Drive,5,Power,5.5m,Disc,Disc,186km/hr,,,4,,16,Bangalore
0,Diesel,Sedan,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2012,4228,ZDi,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",,First Owner,1248 cc,Manual,2012.0,19.3 kmpl,1248 CC,73.9bhp,190Nm,5,14,White,In-Line Engine,1248,73.9bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 x 82 mm,17.6:1,Yes,No,,,,,,4160mm,1690mm,1530mm,2390mm,1470mm,1480mm,1115kg,,,,,,,,5 Speed,2 WD,5,Power,4.7m,Ventilated Disc,Drum,,,"Tubeless,Radial",4,440 litres,14,Bangalore
0,Diesel,SUV,"55,000",Automatic,1,1st Owner,BMW,BMW X4,2020,6386,M Sport X xDrive30d,₹ 60.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2020,Comprehensive,Diesel,5 Seats,"55,000 Kms",KA03,First Owner,2993 cc,Automatic,2020.0,14.71 kmpl,2993 CC,261.50bhp,620Nm,5,R19,White,TwinPower Turbo 6-cylinder engine,2993,261.50bhp@4000rpm,620Nm@2000-2500rpm,6.0,4.0,,Direct Injection,,,Twin,No,,,,,,4752 mm,1918 mm,1621 mm,2864 mm,1620 mm,1666 mm,1890,,,,,,,,8-Speed Steptronic,4WD,5,Power,,Disc,Disc,235kmph,6.0 Seconds,"Tubeless,Runflat",5,,R19,Bangalore
0,Diesel,SUV,"1,10,000",Automatic,2,2nd Owner,BMW,BMW X3,2011,357,2.0d SAV,₹ 16 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2011,Comprehensive,Diesel,5 Seats,"1,10,000 Kms",KA51,Second Owner,1995 cc,Automatic,2011.0,16.55 kmpl,1995 CC,218 ,25.5 ,5,17,Black,In-Line Engine,1995,"218 @ 6,500 (PS@rpm)","25.5 @ 2,750-4,250 (kgm@rpm)",6.0,4.0,undefined,,82.0 x 78.8 mm,11.0:1,No,No,,,,,,,,,,,,1720kg,2225kg,,,,,,,,,5,Power,,,,,,"Tubeless,Radial",5,,17,Bangalore
0,Petrol,Hatchback,"90,000",Automatic,3,3rd Owner,Volkswagen,Volkswagen Polo,2013,1977,GT TSI,₹ 5.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Petrol,5 Seats,"90,000 Kms",KA03,Third Owner,1197 cc,Automatic,2013.0,17.21 kmpl,1197 CC,103.6bhp,175Nm,5,15,Others,TSI Petrol Engine ,1197,103.6bhp@5000rpm,175Nm@1500-4100rpm,4.0,4.0,DOHC,Direct Injection,71 X 75.6 mm,10.5:1,Yes,No,,,,,,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1109 kg,1580 kg,,,,,,,7 Speed,FWD,5,Power,4.97 metres,Disc,Drum,190 kmph,9.7 Seconds,"Tubeless,Radial",5,280-liters,15,Bangalore
0,Petrol,Hatchback,"1,16,624",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3969,1.2 Zeta,₹ 6.16 Lakh,₹ 6.53 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2016,Zero Dep,Petrol,5 Seats,"1,16,624 Kms",KA21,First Owner,1197 cc,Manual,2016.0,21.4 kmpl,1197 CC,83.1bhp,115Nm,5,16,Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,880kg,1340kg,,,,,,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,16,Bangalore
0,Petrol,Sedan,"54,561",Manual,2,2nd Owner,Maruti,Maruti Ciaz,2019,6551,Delta BSIV,₹ 7.95 Lakh,₹ 8.31 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2019,Zero Dep,Petrol,5 Seats,"54,561 Kms",KA51,Second Owner,1462 cc,Manual,2019.0,21.56 kmpl,1462 CC,103.25bhp,138Nm,5,15,Silver,k15B VVT Engine,1462,103.25bhp@6000rpm,138Nm@4400rpm,4.0,4.0,DOHC,MPFI,74 x 85 mm,,No,No,,,,,,4490 mm,1730 mm,1485 mm,2650 mm,,,1045,1520 Kg,,,,,,,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,,,"Tubeless, Radial",4,510-litres,15,Bangalore
0,Diesel,MUV,"1,20,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2013,2275,2.5 VX (Diesel) 7 Seater BS IV,₹ 12.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,7 Seats,"1,20,000 Kms",KA03,Second Owner,2494 cc,Manual,2013.0,12.99 kmpl,2494 CC,100.6bhp,200Nm,7,15,Others,2KD-FTV Diesel Engine,2494,100.6bhp@3600rpm,200Nm@1200-3600rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,,,,,,4585mm,1765mm,1760mm,2750mm,1510mm,1510mm,1680kg,2300kg,,,,,,,5 Speed,RWD,7,Power,5.4 metres,Ventilated Disc,Drum,155 Kmph,13.3 Seconds,"Tubeless,Radial",5,300-litres,15,Bangalore
0,Petrol,Hatchback,"65,072",Manual,1,1st Owner,Honda,Honda Jazz,2016,1341,1.2 VX i VTEC,₹ 6.24 Lakh,₹ 6.68 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2016,Comprehensive,Petrol,5 Seats,"65,072 Kms",KA01,First Owner,1199 cc,Manual,2016.0,18.7 kmpl,1199 CC,88.7bhp,110Nm,5,15,Red,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,,,,,,3955mm,1694mm,1544mm,2530mm,,,1042kg,,,,,,,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,172 Kmph,13.7 Seconds,"Tubeless,Radial",5,354-litres,15,Bangalore
0,Petrol,Hatchback,"1,33,532",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5607,1.2 Kappa Asta,₹ 5.49 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2017,Zero Dep,Petrol,5 Seats,"1,33,532 Kms",KA50,First Owner,1197 cc,Manual,2017.0,18.9 kmpl,1197 CC,81.86bhp,113.75nm,5,14,Others,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1060,,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,5,256,14,Bangalore
0,Diesel,MUV,"1,20,000",Manual,3,3rd Owner,Toyota,Toyota Innova,2010,2368,2.5 E Diesel PS 7-Seater,₹ 7.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Diesel,7 Seats,"1,20,000 Kms",KA03,Third Owner,2494 cc,Manual,2010.0,11.4 kmpl,2494 CC,100.6bhp,200Nm,7,15,Others,In-Line Engine,2494,100.6bhp@3600rpm,200Nm@1400-3400rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,,,,,,4580mm,1770mm,1755mm,2750mm,1510mm,1510mm,1660kg,2300kg,,,,,,,5 Speed,,7,Power,5.4 metres,Ventilated Disc,Disc,148.5km/hr,17.55 seconds,"Tubeless,Radial",5,,15,Bangalore
0,Petrol,Sedan,"39,886",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2013,10246,ZXI,₹ 5.24 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2013,Comprehensive,Petrol,5 Seats,"39,886 Kms",KA51,First Owner,1197 cc,Manual,2013.0,22.41 kmpl,1197 CC,88.50bhp,113Nm,5,15,Orange,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,160,,,,,,5 Speed,,5,Electric,4.8,Disc,Drum,,,"Tubeless, Radial",4,378,15,Bangalore
0,Diesel,SUV,"80,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2019,6355,W9 BSIV,₹ 16.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2019,Third Party insurance,Diesel,7 Seats,"80,000 Kms",KA02,First Owner,2179 cc,Manual,2019.0,15.1 kmpl,2179 CC,152.87bhp,360Nm,7,17,White,mHawk Diesel Engine,2179,152.87bhp@3750rpm,360Nm@1750-2800rpm,4.0,4.0,DOHC,Direct Injection,,16.5:1,Yes,No,,,,,,4585mm,1890mm,1785mm,2700mm,1600mm,1600mm,1785,2510kg,,,,,,,6 Speed,FWD,7,Power,5.6 metres,Ventilated Disc,Disc,,,Tubeless Tyres,5,,17,Bangalore
0,Diesel,Hatchback,"56,976",Manual,2,2nd Owner,Maruti,Maruti Swift,2015,4164,VDI BSIV,₹ 5.83 Lakh,₹ 6 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2015,Comprehensive,Diesel,5 Seats,"56,976 Kms",KA02,Second Owner,1248 cc,Manual,2015.0,25.2 kmpl,1248 CC,74bhp,190Nm,5,,Others,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,,,,,,3840mm,1735mm,1530mm,2450mm,,,960Kg,1405kg,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,155 Kmph,14.8 Seconds,Tubeless Tyres,5,204-liters,,Bangalore
0,Petrol,Sedan,"68,303",Manual,2,2nd Owner,Volkswagen,Volkswagen Vento,2020,7794,1.0 TSI Highline Plus,₹ 11.47 Lakh,₹ 11.83 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2020,Zero Dep,Petrol,5 Seats,"68,303 Kms",KA09,Second Owner,999 cc,Manual,2020.0,17.69 kmpl,999 CC,108.62bhp,175Nm,5,R16,White,TSI Petrol Engine,999,108.62bhp@5000-5500rpm,175Nm@1750-4000rpm,3.0,4.0,SOHC,TSI,74.5 X 76.4mm,10.5:1,Yes,No,,,,,,4390mm,1699mm,1467mm,2553mm,1457mm,1500mm,1138Kg,1670kg,,,,,,,6 Speed,FWD,5,Electronic,5.2,Disc,Drum,,12.3 Seconds,"Tubeless,Radial",4,494,R16,Bangalore
0,Petrol,Hatchback,"80,000",Automatic,2,2nd Owner,Mini,Mini Cooper,2013,5179,S,₹ 17.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Petrol,4 Seats,"80,000 Kms",,Second Owner,1598 cc,Automatic,2013.0,13.6 kmpl,1598 CC,181bhp,240Nm,4,15,Red,Petrol Engine,1598,181bhp@5500rpm,240Nm@1600-5000rpm ,4.0,2.0,,,,,Yes,No,,,,,,3714mm,1683mm,1407mm,2467mm,,,1165kg,1615kg,,,,,,,6 Speed AT,FWD,4,Power,,Disc,Drum,223km/hr,7.2 Seconds,"Tubeless,Radial",3,160 - 680-litres,15,Bangalore
0,Diesel,Sedan,"54,000",Automatic,1,1st Owner,Skoda,Skoda Rapid,2016,5499,1.5 TDI AT Style BSIV,₹ 8.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2016,Comprehensive,Diesel,5 Seats,"54,000 Kms",KA01,First Owner,1498 cc,Automatic,2016.0,21.72 kmpl,1498 CC,108.6bhp,250Nm,5,16,Grey,Diesel Engine,1498,108.6bhp@4000rpm,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,,,,,,4413mm,1699mm,1466mm,2552mm,,,1228kg,1770kg,120mm,,,,,,7 Speed,FWD,5,Power,5.3 meters,Disc,Drum,171.92 Kmph,11.41 Seconds,"Tubeless,Radial",4,460,16,Bangalore
